Year,Category,Nominee,Additional.Info,Won.
1995 (68th),WRITING (Screenplay Based on Material Previously Produced or Published),The Postman (Il Postino),Anna Pavignano; Michael Radford; Furio Scarpelli; Giacomo Scarpelli; Massimo Troisi,no
1995 (68th),WRITING (Screenplay Based on Material Previously Produced or Published),Sense and Sensibility,Emma Thompson,yes
1995 (68th),WRITING (Screenplay Written Directly for the Screen),Braveheart,Randall Wallace,no
1995 (68th),WRITING (Screenplay Written Directly for the Screen),Mighty Aphrodite,Woody Allen,no
1995 (68th),WRITING (Screenplay Written Directly for the Screen),Nixon,Stephen J. Rivele; Christopher Wilkinson; Oliver Stone,no
1995 (68th),WRITING (Screenplay Written Directly for the Screen),Toy Story,Screenplay by Joss Whedon; Andrew Stanton; Joel Cohen; Alec Sokolow; Story by John Lasseter; Peter Docter; Andrew Stanton; Joe Ranft,no
1995 (68th),WRITING (Screenplay Written Directly for the Screen),The Usual Suspects,Christopher McQuarrie,yes
1995 (68th),SPECIAL ACHIEVEMENT AWARD,To John Lasseter; for his inspired leadership of the Pixar Toy Story team; resulting in the first feature-length computer-animated film.,NA,yes
1995 (68th),HONORARY AWARD,To Kirk Douglas; for fifty years as a creative and moral force in the motion picture community.,NA,yes
1995 (68th),HONORARY AWARD,To Chuck Jones; for the creation of classic cartoons which have brought worldwide joy for more than half a century.,NA,yes
1995 (68th),GORDON E. SAWYER AWARD,Donald C. Rogers,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To ARNOLD AND RICHTER CINE TECHNIK for the development of the Arriflex 535 Series of Cameras for motion picture cinematography. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To DIGITAL THEATER SYSTEMS for the design and development of the DTS Digital Sound System for motion picture exhibition. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To DOLBY LABORATORIES for the design and development of the SR-D Digital Sound System for motion picture exhibition. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To SONY CORPORATION for the design and development of the SDDS Digital Sound System for motion picture exhibition. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To HOWARD FLEMMING and RONALD UHLIG for their pioneering work leading to motion picture digital sound. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To RONALD C. GOODMAN; ATTILA SZALAY; STEVEN SASS and SPACECAM SYSTEMS; INC. for the design of the SpaceCam gyroscopically stabilized Camera System. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To COLIN MOSSMAN; JOE WARY; HANS LEISINGER; GERALD PAINTER and DELUXE LABORATORIES for the design and development of the Deluxe Quad Format Digital Sound Printing Head. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To DAVID GILMARTIN; JOHANNES BORGGREBE; JEAN-PIERRE GAGNON; FRANK RICOTTA and TECHNICOLOR; INC. for the design and development of the Technicolor Contact Printer Sound Head. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To IAIN NEIL for the optical design; RICK GELBARD for the mechanical design; ERIC DUBBERKE for the engineering and PANAVISION INTERNATIONAL; L.P.; for the development of the Primo 3:1 Zoom Lens. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To MARTIN S. MUELLER for the design and development of the MSM 9801 IMAX 65mm/15 perf production motion picture camera. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To ALVY RAY SMITH; ED CATMULL; THOMAS PORTER and TOM DUFF for their pioneering inventions in Digital Image Compositing. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To PASCAL CHEDEVILLE for the design of the L.C. Concept Digital Sound System for motion picture exhibition. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JAMES DEAS of the Warner Bros. Studio Facility for the design and subsequent development of an Automated Patchbay and Metering System for motion picture sound transfer and dubbing operations. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To CLAY DAVIS and JOHN CARTER of Todd-AO for their pioneering efforts in creating an Automated Patchbay System for motion picture sound transfer and dubbing operations. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To AL JENSEN; CHUCK HEADLEY; JEAN MESSNER and HAZEM NABULSI of CEI Technology for producing a self-contained; flicker-free Color Video-Assist Camera. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To PETER DENZ of Pr�zisions-Entwicklung Denz for developing a flicker-free Color Video-Assist Camera. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To DAVID PRINGLE and YAN ZHONG FANG for the design and development of Lightning Strikes; a flexible; high-performance electronic lightning effect system. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To BHP; INCORPORATED for their pioneering efforts developing Digital Sound Printing Heads for motion pictures. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JOE FINNEGAN (a.k.a. Joe Yrigoyen) for his pioneering work in developing the Air Ram for motion picture stunt effects. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To GARY DEMOS; DAVID RUHOFF; DAN CAMERON and MICHELLE FERAUD for their pioneering efforts in the creation of the Digital Productions Digital Film Compositing System. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To DOUGLAS SMYTHE; LINCOLN HU; DOUGLAS S. KAY and INDUSTRIAL LIGHT AND MAGIC for their pioneering efforts in the creation of the ILM Digital Film Compositing System. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To the COMPUTER FILM COMPANY for their pioneering efforts in the creation of the CFC Digital Film Compositing System. ,NA,yes
1995 (68th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE for the concept; KODAK PATHE CTP CINE for the prototype; and ECLAIR LABORATORIES and MARTINEAU INDUSTRIES for the development and further implementation of the Toulouse Electrolytic Silver Recovery Cell. ,NA,yes
1996 (69th),ACTOR IN A LEADING ROLE,Jerry Maguire ,Tom Cruise,no
1996 (69th),ACTOR IN A LEADING ROLE,The English Patient ,Ralph Fiennes,no
1996 (69th),ACTOR IN A LEADING ROLE,The People vs. Larry Flynt ,Woody Harrelson,no
1996 (69th),ACTOR IN A LEADING ROLE,Shine ,Geoffrey Rush,yes
1996 (69th),ACTOR IN A LEADING ROLE,Sling Blade ,Billy Bob Thornton,no
1996 (69th),ACTOR IN A SUPPORTING ROLE,Jerry Maguire ,Cuba Gooding; Jr.,yes
1996 (69th),ACTOR IN A SUPPORTING ROLE,Fargo ,William H. Macy,no
1996 (69th),ACTOR IN A SUPPORTING ROLE,Shine ,Armin Mueller-Stahl,no
1996 (69th),ACTOR IN A SUPPORTING ROLE,Primal Fear ,Edward Norton,no
1996 (69th),ACTOR IN A SUPPORTING ROLE,Ghosts of Mississippi ,James Woods,no
1996 (69th),ACTRESS IN A LEADING ROLE,Secrets & Lies ,Brenda Blethyn,no
1996 (69th),ACTRESS IN A LEADING ROLE,Marvin's Room ,Diane Keaton,no
1996 (69th),ACTRESS IN A LEADING ROLE,Fargo ,Frances McDormand,yes
1996 (69th),ACTRESS IN A LEADING ROLE,The English Patient ,Kristin Scott Thomas,no
1996 (69th),ACTRESS IN A LEADING ROLE,Breaking the Waves ,Emily Watson,no
1996 (69th),ACTRESS IN A SUPPORTING ROLE,The Crucible ,Joan Allen,no
1996 (69th),ACTRESS IN A SUPPORTING ROLE,The Mirror Has Two Faces ,Lauren Bacall,no
1996 (69th),ACTRESS IN A SUPPORTING ROLE,The English Patient ,Juliette Binoche,yes
1996 (69th),ACTRESS IN A SUPPORTING ROLE,The Portrait of a Lady ,Barbara Hershey,no
1996 (69th),ACTRESS IN A SUPPORTING ROLE,Secrets & Lies ,Marianne Jean-Baptiste,no
1996 (69th),ART DIRECTION,The Birdcage,Art Direction: Bo Welch; Set Decoration: Cheryl Carasik,no
1996 (69th),ART DIRECTION,The English Patient,Art Direction: Stuart Craig; Set Decoration: Stephenie McMillan,yes
1996 (69th),ART DIRECTION,Evita,Art Direction: Brian Morris; Set Decoration: Philippe Turlure,no
1996 (69th),ART DIRECTION,Hamlet,Tim Harvey,no
1996 (69th),ART DIRECTION,William Shakespeare's Romeo & Juliet,Art Direction: Catherine Martin; Set Decoration: Brigitte Broch,no
1996 (69th),CINEMATOGRAPHY,The English Patient,John Seale,yes
1996 (69th),CINEMATOGRAPHY,Evita,Darius Khondji,no
1996 (69th),CINEMATOGRAPHY,Fargo,Roger Deakins,no
1996 (69th),CINEMATOGRAPHY,Fly Away Home,Caleb Deschanel,no
1996 (69th),CINEMATOGRAPHY,Michael Collins,Chris Menges,no
1996 (69th),COSTUME DESIGN,Angels and Insects,Paul Brown,no
1996 (69th),COSTUME DESIGN,Emma,Ruth Myers,no
1996 (69th),COSTUME DESIGN,The English Patient,Ann Roth,yes
1996 (69th),COSTUME DESIGN,Hamlet,Alex Byrne,no
1996 (69th),COSTUME DESIGN,The Portrait of a Lady,Janet Patterson,no
1996 (69th),DIRECTING,The English Patient,Anthony Minghella,yes
1996 (69th),DIRECTING,Fargo,Joel Coen,no
1996 (69th),DIRECTING,The People vs. Larry Flynt,Milos Forman,no
1996 (69th),DIRECTING,Secrets & Lies,Mike Leigh,no
1996 (69th),DIRECTING,Shine,Scott Hicks,no
1996 (69th),DOCUMENTARY (Feature),The Line King: The Al Hirschfeld Story,Susan W. Dryfoos,no
1996 (69th),DOCUMENTARY (Feature),Mandela,Jo Menell; Angus Gibson,no
1996 (69th),DOCUMENTARY (Feature),Suzanne Farrell: Elusive Muse,Anne Belle; Deborah Dickson,no
1996 (69th),DOCUMENTARY (Feature),Tell the Truth and Run: George Seldes and the American Press,Rick Goldsmith,no
1996 (69th),DOCUMENTARY (Feature),When We Were Kings,Leon Gast; David Sonenberg,yes
1996 (69th),DOCUMENTARY (Short Subject),Breathing Lessons: The Life and Work of Mark O'Brien,Jessica Yu,yes
1996 (69th),DOCUMENTARY (Short Subject),Cosmic Voyage,Jeffrey Marvin; Bayley Silleck,no
1996 (69th),DOCUMENTARY (Short Subject),An Essay on Matisse,Perry Wolff,no
1996 (69th),DOCUMENTARY (Short Subject),Special Effects,Susanne Simpson; Ben Burtt,no
1996 (69th),DOCUMENTARY (Short Subject),The Wild Bunch: An Album in Montage,Paul Seydor; Nick Redman,no
1996 (69th),FILM EDITING,The English Patient,Walter Murch,yes
1996 (69th),FILM EDITING,Evita,Gerry Hambling,no
1996 (69th),FILM EDITING,Fargo,Roderick Jaynes,no
1996 (69th),FILM EDITING,Jerry Maguire,Joe Hutshing,no
1996 (69th),FILM EDITING,Shine,Pip Karmel,no
1996 (69th),FOREIGN LANGUAGE FILM,A Chef in Love,Georgia,no
1996 (69th),FOREIGN LANGUAGE FILM,Kolya,Czech Republic,yes
1996 (69th),FOREIGN LANGUAGE FILM,The Other Side of Sunday,Norway,no
1996 (69th),FOREIGN LANGUAGE FILM,Prisoner of the Mountains,Russia,no
1996 (69th),FOREIGN LANGUAGE FILM,Ridicule,France,no
1996 (69th),MAKEUP,Ghosts of Mississippi,Matthew W. Mungle; Deborah La Mia Denaver,no
1996 (69th),MAKEUP,The Nutty Professor,Rick Baker; David LeRoy Anderson,yes
1996 (69th),MAKEUP,Star Trek: First Contact,Michael Westmore; Scott Wheeler; Jake Garber,no
1996 (69th),MUSIC (Original Dramatic Score),The English Patient,Gabriel Yared,yes
1996 (69th),MUSIC (Original Dramatic Score),Hamlet,Patrick Doyle,no
1996 (69th),MUSIC (Original Dramatic Score),Michael Collins,Elliot Goldenthal,no
1996 (69th),MUSIC (Original Dramatic Score),Shine,David Hirschfelder,no
1996 (69th),MUSIC (Original Dramatic Score),Sleepers,John Williams,no
1996 (69th),MUSIC (Original Musical or Comedy Score),Emma,Rachel Portman,yes
1996 (69th),MUSIC (Original Musical or Comedy Score),The First Wives Club,Marc Shaiman,no
1996 (69th),MUSIC (Original Musical or Comedy Score),The Hunchback of Notre Dame,Music by Alan Menken; Lyrics by Stephen Schwartz; Orchestral Score by Alan Menken,no
1996 (69th),MUSIC (Original Musical or Comedy Score),James and the Giant Peach,Randy Newman,no
1996 (69th),MUSIC (Original Musical or Comedy Score),The Preacher's Wife,Hans Zimmer,no
1996 (69th),MUSIC (Original Song),Because You Loved Me from Up Close and Personal,Music and Lyric by Diane Warren,no
1996 (69th),MUSIC (Original Song),For The First Time from One Fine Day,Music and Lyric by James Newton Howard; Jud J. Friedman and Allan Dennis Rich,no
1996 (69th),MUSIC (Original Song),I Finally Found Someone from The Mirror Has Two Faces,Music and Lyric by Barbra Streisand; Marvin Hamlisch; Bryan Adams and Robert 'Mutt' Lange,no
1996 (69th),MUSIC (Original Song),That Thing You Do! from That Thing You Do!,Music and Lyric by Adam Schlesinger,no
1996 (69th),MUSIC (Original Song),You Must Love Me from Evita,Music by Andrew Lloyd Webber; Lyric by Tim Rice,yes
1996 (69th),BEST PICTURE,The English Patient,Saul Zaentz; Producer,yes
1996 (69th),BEST PICTURE,Fargo,Ethan Coen; Producer,no
1996 (69th),BEST PICTURE,Jerry Maguire,James L. Brooks; Laurence Mark; Richard Sakai and Cameron Crowe; Producers,no
1996 (69th),BEST PICTURE,Secrets & Lies,Simon Channing-Williams; Producer,no
1996 (69th),BEST PICTURE,Shine,Jane Scott; Producer,no
1996 (69th),SHORT FILM (Animated),Canhead,Timothy Hittle; Chris Peterson,no
1996 (69th),SHORT FILM (Animated),La Salla,Richard Condie,no
1996 (69th),SHORT FILM (Animated),Quest,Tyron Montgomery; Thomas Stellmach,yes
1996 (69th),SHORT FILM (Animated),Wat's Pig,Peter Lord,no
1996 (69th),SHORT FILM (Live Action),De Tripas; Corazon,Antonio Urrutia,no
1996 (69th),SHORT FILM (Live Action),Dear Diary,David Frankel; Barry Jossen,yes
1996 (69th),SHORT FILM (Live Action),Ernst & Lyset,Kim Magnusson; Anders Thomas Jensen,no
1996 (69th),SHORT FILM (Live Action),Esposados,Juan Carlos Fresnadillo,no
1996 (69th),SHORT FILM (Live Action),Wordless,Bernadette Carranza; Antonello De Leo,no
1996 (69th),SOUND,The English Patient,Walter Murch; Mark Berger; David Parker; Chris Newman,yes
1996 (69th),SOUND,Evita,Andy Nelson; Anna Behlmer; Ken Weston,no
1996 (69th),SOUND,Independence Day,Chris Carpenter; Bill W. Benton; Bob Beemer; Jeff Wexler,no
1996 (69th),SOUND,The Rock,Kevin O'Connell; Greg P. Russell; Keith A. Wester,no
1996 (69th),SOUND,Twister,Steve Maslow; Gregg Landaker; Kevin O'Connell; Geoffrey Patterson,no
1996 (69th),SOUND EFFECTS EDITING,Daylight,Richard L. Anderson; David A. Whittaker,no
1996 (69th),SOUND EFFECTS EDITING,Eraser,Alan Robert Murray; Bub Asman,no
1996 (69th),SOUND EFFECTS EDITING,The Ghost and the Darkness,Bruce Stambler,yes
1996 (69th),VISUAL EFFECTS,Dragonheart,Scott Squires; Phil Tippett; James Straus; Kit West,no
1996 (69th),VISUAL EFFECTS,Independence Day,Volker Engel; Douglas Smith; Clay Pinney; Joseph Viskocil,yes
1996 (69th),VISUAL EFFECTS,Twister,Stefen Fangmeier; John Frazier; Habib Zargarpour; Henry La Bounta,no
1996 (69th),WRITING (Screenplay Based on Material Previously Produced or Published),The Crucible,Arthur Miller,no
1996 (69th),WRITING (Screenplay Based on Material Previously Produced or Published),The English Patient,Anthony Minghella,no
1996 (69th),WRITING (Screenplay Based on Material Previously Produced or Published),Hamlet,Kenneth Branagh,no
1996 (69th),WRITING (Screenplay Based on Material Previously Produced or Published),Sling Blade,Billy Bob Thornton,yes
1996 (69th),WRITING (Screenplay Based on Material Previously Produced or Published),Trainspotting,John Hodge,no
1996 (69th),WRITING (Screenplay Written Directly for the Screen),Fargo,Ethan Coen; Joel Coen,yes
1996 (69th),WRITING (Screenplay Written Directly for the Screen),Jerry Maguire,Cameron Crowe,no
1996 (69th),WRITING (Screenplay Written Directly for the Screen),Lone Star,John Sayles,no
1996 (69th),WRITING (Screenplay Written Directly for the Screen),Secrets & Lies,Mike Leigh,no
1996 (69th),WRITING (Screenplay Written Directly for the Screen),Shine,Screenplay by Jan Sardi; Story by Scott Hicks,no
1996 (69th),HONORARY AWARD,To Michael Kidd in recognition of his services to the art of the dance in the art of the screen.,NA,yes
1996 (69th),IRVING G. THALBERG MEMORIAL AWARD,Saul Zaentz,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Academy Award of Merit),To IMAX CORPORATION for the method of filming and exhibiting high-fidelity; large-format; wide-angle motion pictures. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To JOHN SCHLAG; BRIAN KNEP; ZORAN KACIC-ALESIC and THOMAS WILLIAMS for the development of the Viewpaint 3D Paint System for film production work. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To WILLIAM REEVES for the original concept and the development of particle systems used to create computer generated visual effects in motion pictures. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To JIM HOURIHAN for the primary design and development of the interactive language-based control of partical systems as embodied in the Dynamation software package. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Scientific and Engineering Award),To JONATHAN ERLAND and KAY BEVING ERLAND for the development of the Digital Series Traveling Matte Backing System used for composite photography in motion pictures. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To PERRY KIVOLOWITZ; for the primary design; and DR. GARTH A. DICKIE for the development of the algorithms; for the shape-driven warping and morphing subsystem of the Elastic Reality Special Effects System. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To KEN PERLIN for the development of Perlin Noise; a technique used to produce natural appearing textures on computer generated surfaces for motion picture visual effects. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To NESTOR BURTNYK and MARCELI WEIN of the National Research Council of Canada for their pioneering work in the development of software techniques for Computer Assisted Key Framing for Character Animation. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To GRANT LOUCKS for the concept and specifications of the Mark V Director's Viewfinder. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To BRIAN KNEP; CRAIG HAYES; RICK SAYRE and THOMAS WILLIAMS for the creation and development of the Direct Input Device. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JAMES KAJIYA and TIMOTHY KAY for their pioneering work in producing computer generated fur and hair in motion pictures. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To JEFFERY YOST; CHRISTIAN ROUET; DAVID BENSON and FLORIAN KAINZ for the development of a system to create and control computer generated fur and hair in motion pictures. ,NA,yes
1996 (69th),SCIENTIFIC AND TECHNICAL AWARD (Technical Achievement Award),To RICHARD A. PREY and WILLIAM N. MASTEN for the design and development of the Nite Sun II lighting crane and camera platform. ,NA,yes
1996 (69th),AWARD OF COMMENDATION,To Joe Lombardi in celebration of 50 years in the motion picture industry. His knowledge and leadership in the field of pyrotechnics and special effects along with his uncompromising promotion of safety on the set have established the standard for today's special effects technicians.,NA,yes
1996 (69th),JOHN A. BONNER MEDAL OF COMMENDATION,To Volker W. Bahnemann in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,NA,yes
1996 (69th),JOHN A. BONNER MEDAL OF COMMENDATION,To Burton Bud Stone in appreciation for outstanding service and dedication in upholding the high standards of the Academy of Motion Picture Arts and Sciences.,NA,yes
1997 (70th),ACTOR IN A LEADING ROLE,Good Will Hunting ,Matt Damon,no
1997 (70th),ACTOR IN A LEADING ROLE,The Apostle ,Robert Duvall,no
1997 (70th),ACTOR IN A LEADING ROLE,Ulee's Gold ,Peter Fonda,no
1997 (70th),ACTOR IN A LEADING ROLE,Wag the Dog ,Dustin Hoffman,no
1997 (70th),ACTOR IN A LEADING ROLE,As Good as It Gets ,Jack Nicholson,yes
1997 (70th),ACTOR IN A SUPPORTING ROLE,Jackie Brown ,Robert Forster,no
1997 (70th),ACTOR IN A SUPPORTING ROLE,Amistad ,Anthony Hopkins,no
1997 (70th),ACTOR IN A SUPPORTING ROLE,As Good as It Gets ,Greg Kinnear,no
1997 (70th),ACTOR IN A SUPPORTING ROLE,Boogie Nights ,Burt Reynolds,no
1997 (70th),ACTOR IN A SUPPORTING ROLE,Good Will Hunting ,Robin Williams,yes
1997 (70th),ACTRESS IN A LEADING ROLE,The Wings of the Dove ,Helena Bonham Carter,no
1997 (70th),ACTRESS IN A LEADING ROLE,Afterglow ,Julie Christie,no
1997 (70th),ACTRESS IN A LEADING ROLE,Mrs. Brown ,Judi Dench,no
1997 (70th),ACTRESS IN A LEADING ROLE,As Good as It Gets ,Helen Hunt,yes
1997 (70th),ACTRESS IN A LEADING ROLE,Titanic ,Kate Winslet,no
1997 (70th),ACTRESS IN A SUPPORTING ROLE,L.A. Confidential ,Kim Basinger,yes
1997 (70th),ACTRESS IN A SUPPORTING ROLE,In & Out ,Joan Cusack,no
1997 (70th),ACTRESS IN A SUPPORTING ROLE,Good Will Hunting ,Minnie Driver,no
1997 (70th),ACTRESS IN A SUPPORTING ROLE,Boogie Nights ,Julianne Moore,no
1997 (70th),ACTRESS IN A SUPPORTING ROLE,Titanic ,Gloria Stuart,no
1997 (70th),ART DIRECTION,Gattaca,Art Direction: Jan Roelfs; Set Decoration: Nancy Nye,no
1997 (70th),ART DIRECTION,Kundun,Art Direction: Dante Ferretti; Set Decoration: Francesca Lo Schiavo,no
1997 (70th),ART DIRECTION,L.A. Confidential,Art Direction: Jeannine Oppewall; Set Decoration: Jay R. Hart,no
1997 (70th),ART DIRECTION,Men in Black,Art Direction: Bo Welch; Set Decoration: Cheryl Carasik,no
1997 (70th),ART DIRECTION,Titanic,Art Direction: Peter Lamont; Set Decoration: Michael Ford,yes
1997 (70th),CINEMATOGRAPHY,Amistad,Janusz Kaminski,no
1997 (70th),CINEMATOGRAPHY,Kundun,Roger Deakins,no
1997 (70th),CINEMATOGRAPHY,L.A. Confidential,Dante Spinotti,no
1997 (70th),CINEMATOGRAPHY,Titanic,Russell Carpenter,yes
1997 (70th),CINEMATOGRAPHY,The Wings of the Dove,Eduardo Serra,no
1997 (70th),COSTUME DESIGN,Amistad,Ruth E. Carter,no
1997 (70th),COSTUME DESIGN,Kundun,Dante Ferretti,no
1997 (70th),COSTUME DESIGN,Oscar and Lucinda,Janet Patterson,no
1997 (70th),COSTUME DESIGN,Titanic,Deborah L. Scott,yes
1997 (70th),COSTUME DESIGN,The Wings of the Dove,Sandy Powell,no
1997 (70th),DIRECTING,The Full Monty,Peter Cattaneo,no
1997 (70th),DIRECTING,Good Will Hunting,Gus Van Sant,no
1997 (70th),DIRECTING,L.A. Confidential,Curtis Hanson,no
1997 (70th),DIRECTING,The Sweet Hereafter,Atom Egoyan,no
1997 (70th),DIRECTING,Titanic,James Cameron,yes
1997 (70th),DOCUMENTARY (Feature),Ayn Rand: A Sense of Life,Michael Paxton,no
1997 (70th),DOCUMENTARY (Feature),Colors Straight Up,Mich�le Ohayon; Julia Schachter,no
1997 (70th),DOCUMENTARY (Feature),4 Little Girls,Spike Lee; Sam Pollard,no
1997 (70th),DOCUMENTARY (Feature),The Long Way Home,Rabbi Marvin Hier; Richard Trank,yes
1997 (70th),DOCUMENTARY (Feature),Waco: The Rules of Engagement,Dan Gifford; William Gazecki,no
1997 (70th),DOCUMENTARY (Short Subject),Alaska: Spirit of the Wild,George Casey; Paul Novros,no
1997 (70th),DOCUMENTARY (Short Subject),Amazon,Kieth Merrill; Jonathan Stern,no
1997 (70th),DOCUMENTARY (Short Subject),Daughter of the Bride,Terri Randall,no
1997 (70th),DOCUMENTARY (Short Subject),Still Kicking: The Fabulous Palm Springs Follies,Mel Damski; Andrea Blaugrund,no
1997 (70th),DOCUMENTARY (Short Subject),A Story of Healing,Donna Dewey; Carol Pasternak,yes
1997 (70th),FILM EDITING,Air Force One,Richard Francis-Bruce,no
1997 (70th),FILM EDITING,As Good as It Gets,Richard Marks,no
1997 (70th),FILM EDITING,Good Will Hunting,Pietro Scalia,no
1997 (70th),FILM EDITING,L.A. Confidential,Peter Honess,no
1997 (70th),FILM EDITING,Titanic,Conrad Buff; James Cameron; Richard A. Harris,yes
1997 (70th),FOREIGN LANGUAGE FILM,Beyond Silence,Germany,no
1997 (70th),FOREIGN LANGUAGE FILM,Character,The Netherlands,yes
1997 (70th),FOREIGN LANGUAGE FILM,Four Days in September,Brazil,no
1997 (70th),FOREIGN LANGUAGE FILM,Secrets of the Heart,Spain,no
1997 (70th),FOREIGN LANGUAGE FILM,The Thief,Russia,no
1997 (70th),MAKEUP,Men in Black,Rick Baker; David LeRoy Anderson,yes
1997 (70th),MAKEUP,Mrs. Brown,Lisa Westcott; Veronica Brebner; Beverley Binda,no
1997 (70th),MAKEUP,Titanic,Tina Earnshaw; Greg Cannom; Simon Thompson,no
1997 (70th),MUSIC (Original Dramatic Score),Amistad,John Williams,no
1997 (70th),MUSIC (Original Dramatic Score),Good Will Hunting,Danny Elfman,no
1997 (70th),MUSIC (Original Dramatic Score),Kundun,Philip Glass,no
1997 (70th),MUSIC (Original Dramatic Score),L.A. Confidential,Jerry Goldsmith,no
1997 (70th),MUSIC (Original Dramatic Score),Titanic,James Horner,yes
1997 (70th),MUSIC (Original Musical or Comedy Score),Anastasia,Music by Stephen Flaherty; Lyrics by Lynn Ahrens; Orchestral Score by David Newman,no
1997 (70th),MUSIC (Original Musical or Comedy Score),As Good as It Gets,Hans Zimmer,no
1997 (70th),MUSIC (Original Musical or Comedy Score),The Full Monty,Anne Dudley,yes
1997 (70th),MUSIC (Original Musical or Comedy Score),Men in Black,Danny Elfman,no
1997 (70th),MUSIC (Original Musical or Comedy Score),My Best Friend's Wedding,James Newton Howard,no
1997 (70th),MUSIC (Original Song),Go The Distance from Hercules,Music by Alan Menken; Lyric by David Zippel,no
1997 (70th),MUSIC (Original Song),How Do I Live from Con Air,Music and Lyric by Diane Warren,no
1997 (70th),MUSIC (Original Song),Journey To The Past from Anastasia,Music by Stephen Flaherty; Lyric by Lynn Ahrens,no
1997 (70th),MUSIC (Original Song),Miss Misery from Good Will Hunting,Music and Lyric by Elliott Smith,no
1997 (70th),MUSIC (Original Song),My Heart Will Go On from Titanic,Music by James Horner; Lyric by Will Jennings,yes
1997 (70th),BEST PICTURE,As Good as It Gets,James L. Brooks; Bridget Johnson and Kristi Zea; Producers,no
1997 (70th),BEST PICTURE,The Full Monty,Uberto Pasolini; Producer,no
1997 (70th),BEST PICTURE,Good Will Hunting,Lawrence Bender; Producer,no
1997 (70th),BEST PICTURE,L.A. Confidential,Arnon Milchan; Curtis Hanson and Michael Nathanson; Producers,no
1997 (70th),BEST PICTURE,Titanic,James Cameron and Jon Landau; Producers,yes
1997 (70th),SHORT FILM (Animated),Famous Fred,Joanna Quinn,no
1997 (70th),SHORT FILM (Animated),Geri's Game,Jan Pinkava,yes
